,tags,words
223,-,-
224,-,-
225,-,-
226,*,es
227,*,tu
228,crea,padre
229,-,-
230,-,-
231,-,-
232,-,-
233,-,-
234,-,-
235,*,es
236,*,tu
237,crea,creo
238,-,-
239,-,-
240,-,-
241,-,-
242,-,-
243,-,-
244,que,que
245,pode,poder
246,hace,hacer
247,tu,tu
248,-,-
249,-,-
250,-,-
251,-,-
252,-,-
253,-,-
254,que,que
255,pode,poder
256,hace,hacer
257,tu,ser
258,-,-
259,-,-
260,-,-
261,-,-
262,-,-
263,-,-
264,que,que
265,pode,puedes
266,hace,hacer
267,tu,tu
268,-,-
269,-,-
270,-,-
271,-,-
272,-,-
273,-,-
274,que,que
275,pode,puedes
276,hace,hacer
277,tu,ser
278,-,-
279,-,-
280,-,-
281,-,-
282,-,-
283,-,-
284,que,que
285,pode,podrias
286,hace,hacer
287,tu,tu
288,-,-
289,-,-
290,-,-
291,-,-
292,-,-
293,-,-
294,que,que
295,pode,podrias
296,hace,hacer
297,tu,ser
298,-,-
299,-,-
300,-,-
301,-,-
302,-,-
303,-,-
304,que,que
305,pode,poder
306,hace,haces
307,tu,tu
308,-,-
309,-,-
310,-,-
311,-,-
312,-,-
313,-,-
314,que,que
315,pode,poder
316,hace,haces
317,tu,ser
318,-,-
319,-,-
320,-,-
321,-,-
322,-,-
323,-,-
324,que,que
325,pode,puedes
326,hace,haces
327,tu,tu
328,-,-
329,-,-
330,-,-
331,-,-
332,-,-
333,-,-
334,que,que
335,pode,puedes
336,hace,haces
337,tu,ser
338,-,-
339,-,-
340,-,-
341,-,-
342,-,-
343,-,-
344,que,que
345,pode,podrias
346,hace,haces
347,tu,tu
348,-,-
349,-,-
350,-,-
351,-,-
352,-,-
353,-,-
354,que,que
355,pode,podrias
356,hace,haces
357,tu,ser
358,-,-
359,-,-
360,-,-
361,-,-
362,-,-
363,-,-
364,que,que
365,pode,poder
366,hace,realizar
367,tu,tu
368,-,-
369,-,-
370,-,-
371,-,-
372,-,-
373,-,-
374,que,que
375,pode,poder
376,hace,realizar
377,tu,ser
378,-,-
379,-,-
380,-,-
381,-,-
382,-,-
383,-,-
384,que,que
385,pode,puedes
386,hace,realizar
387,tu,tu
388,-,-
389,-,-
390,-,-
391,-,-
392,-,-
393,-,-
394,que,que
395,pode,puedes
396,hace,realizar
397,tu,ser
398,-,-
399,-,-
400,-,-
401,-,-
402,-,-
403,-,-
404,que,que
405,pode,podrias
406,hace,realizar
407,tu,tu
408,-,-
409,-,-
410,-,-
411,-,-
412,-,-
413,-,-
414,que,que
415,pode,podrias
416,hace,realizar
417,tu,ser
418,-,-
419,-,-
420,-,-
421,-,-
422,-,-
423,-,-
424,que,cual
425,pode,poder
426,hace,hacer
427,tu,tu
428,-,-
429,-,-
430,-,-
431,-,-
432,-,-
433,-,-
434,que,cual
435,pode,poder
436,hace,hacer
437,tu,ser
438,-,-
439,-,-
440,-,-
441,-,-
442,-,-
443,-,-
444,que,cual
445,pode,puedes
446,hace,hacer
447,tu,tu
448,-,-
449,-,-
450,-,-
451,-,-
452,-,-
453,-,-
454,que,cual
455,pode,puedes
456,hace,hacer
457,tu,ser
458,-,-
459,-,-
460,-,-
461,-,-
462,-,-
463,-,-
464,que,cual
465,pode,podrias
466,hace,hacer
467,tu,tu
468,-,-
469,-,-
470,-,-
471,-,-
472,-,-
473,-,-
474,que,cual
475,pode,podrias
476,hace,hacer
477,tu,ser
478,-,-
479,-,-
480,-,-
481,-,-
482,-,-
483,-,-
484,que,cual
485,pode,poder
486,hace,haces
487,tu,tu
488,-,-
489,-,-
490,-,-
491,-,-
492,-,-
493,-,-
494,que,cual
495,pode,poder
496,hace,haces
497,tu,ser
498,-,-
499,-,-
500,-,-
501,-,-
502,-,-
503,-,-
504,que,cual
505,pode,puedes
506,hace,haces
507,tu,tu
508,-,-
509,-,-
510,-,-
511,-,-
512,-,-
513,-,-
514,que,cual
515,pode,puedes
516,hace,haces
517,tu,ser
518,-,-
519,-,-
520,-,-
521,-,-
522,-,-
523,-,-
524,que,cual
525,pode,podrias
526,hace,haces
527,tu,tu
528,-,-
529,-,-
530,-,-
531,-,-
532,-,-
533,-,-
534,que,cual
535,pode,podrias
536,hace,haces
537,tu,ser
538,-,-
539,-,-
540,-,-
541,-,-
542,-,-
543,-,-
544,que,cual
545,pode,poder
546,hace,realizar
547,tu,tu
548,-,-
549,-,-
550,-,-
551,-,-
552,-,-
553,-,-
554,que,cual
555,pode,poder
556,hace,realizar
557,tu,ser
558,-,-
559,-,-
560,-,-
561,-,-
562,-,-
563,-,-
564,que,cual
565,pode,puedes
566,hace,realizar
567,tu,tu
568,-,-
569,-,-
570,-,-
571,-,-
572,-,-
573,-,-
574,que,cual
575,pode,puedes
576,hace,realizar
577,tu,ser
578,-,-
579,-,-
580,-,-
581,-,-
582,-,-
583,-,-
584,que,cual
585,pode,podrias
586,hace,realizar
587,tu,tu
588,-,-
589,-,-
590,-,-
591,-,-
592,-,-
593,-,-
594,que,cual
595,pode,podrias
596,hace,realizar
597,tu,ser
598,-,-
599,-,-
600,-,-
601,-,-
602,-,-
603,-,-
604,que,cuales
605,pode,poder
606,hace,hacer
607,tu,tu
608,-,-
609,-,-
610,-,-
611,-,-
612,-,-
613,-,-
614,que,cuales
615,pode,poder
616,hace,hacer
617,tu,ser
618,-,-
619,-,-
620,-,-
621,-,-
622,-,-
623,-,-
624,que,cuales
625,pode,puedes
626,hace,hacer
627,tu,tu
628,-,-
629,-,-
630,-,-
631,-,-
632,-,-
633,-,-
634,que,cuales
635,pode,puedes
636,hace,hacer
637,tu,ser
638,-,-
639,-,-
640,-,-
641,-,-
642,-,-
643,-,-
644,que,cuales
645,pode,podrias
646,hace,hacer
647,tu,tu
648,-,-
649,-,-
650,-,-
651,-,-
652,-,-
653,-,-
654,que,cuales
655,pode,podrias
656,hace,hacer
657,tu,ser
658,-,-
659,-,-
660,-,-
661,-,-
662,-,-
663,-,-
664,que,cuales
665,pode,poder
666,hace,haces
667,tu,tu
668,-,-
669,-,-
670,-,-
671,-,-
672,-,-
673,-,-
674,que,cuales
675,pode,poder
676,hace,haces
677,tu,ser
678,-,-
679,-,-
680,-,-
681,-,-
682,-,-
683,-,-
684,que,cuales
685,pode,puedes
686,hace,haces
687,tu,tu
688,-,-
689,-,-
690,-,-
691,-,-
692,-,-
693,-,-
694,que,cuales
695,pode,puedes
696,hace,haces
697,tu,ser
698,-,-
699,-,-
700,-,-
701,-,-
702,-,-
703,-,-
704,que,cuales
705,pode,podrias
706,hace,haces
707,tu,tu
708,-,-
709,-,-
710,-,-
711,-,-
712,-,-
713,-,-
714,que,cuales
715,pode,podrias
716,hace,haces
717,tu,ser
718,-,-
719,-,-
720,-,-
721,-,-
722,-,-
723,-,-
724,que,cuales
725,pode,poder
726,hace,realizar
727,tu,tu
728,-,-
729,-,-
730,-,-
731,-,-
732,-,-
733,-,-
734,que,cuales
735,pode,poder
736,hace,realizar
737,tu,ser
738,-,-
739,-,-
740,-,-
741,-,-
742,-,-
743,-,-
744,que,cuales
745,pode,puedes
746,hace,realizar
747,tu,tu
748,-,-
749,-,-
750,-,-
751,-,-
752,-,-
753,-,-
754,que,cuales
755,pode,puedes
756,hace,realizar
757,tu,ser
758,-,-
759,-,-
760,-,-
761,-,-
762,-,-
763,-,-
764,que,cuales
765,pode,podrias
766,hace,realizar
767,tu,tu
768,-,-
769,-,-
770,-,-
771,-,-
772,-,-
773,-,-
774,que,cuales
775,pode,podrias
776,hace,realizar
777,tu,ser
778,-,-
779,-,-
780,-,-
781,-,-
782,-,-
783,-,-
784,que,que
785,tare,cosa
786,pode,poder
787,hace,hacer
788,tu,tu
789,-,-
790,-,-
791,-,-
792,-,-
793,-,-
794,-,-
795,que,que
796,tare,cosa
797,pode,poder
798,hace,hacer
799,tu,ser
800,-,-
801,-,-
802,-,-
803,-,-
804,-,-
805,-,-
806,que,que
807,tare,cosa
808,pode,puedes
809,hace,hacer
810,tu,tu
811,-,-
812,-,-
813,-,-
814,-,-
815,-,-
816,-,-
817,que,que
818,tare,cosa
819,pode,puedes
820,hace,hacer
821,tu,ser
822,-,-
823,-,-
824,-,-
825,-,-
826,-,-
827,-,-
828,que,que
829,tare,cosa
830,pode,podrias
831,hace,hacer
832,tu,tu
833,-,-
834,-,-
835,-,-
836,-,-
837,-,-
838,-,-
839,que,que
840,tare,cosa
841,pode,podrias
842,hace,hacer
843,tu,ser
844,-,-
845,-,-
846,-,-
847,-,-
848,-,-
849,-,-
850,que,que
851,tare,cosa
852,pode,poder
853,hace,haces
854,tu,tu
855,-,-
856,-,-
857,-,-
858,-,-
859,-,-
860,-,-
861,que,que
862,tare,cosa
863,pode,poder
864,hace,haces
865,tu,ser
866,-,-
867,-,-
868,-,-
869,-,-
870,-,-
871,-,-
872,que,que
873,tare,cosa
874,pode,puedes
875,hace,haces
876,tu,tu
877,-,-
878,-,-
879,-,-
880,-,-
881,-,-
882,-,-
883,que,que
884,tare,cosa
885,pode,puedes
886,hace,haces
887,tu,ser
888,-,-
889,-,-
890,-,-
891,-,-
892,-,-
893,-,-
894,que,que
895,tare,cosa
896,pode,podrias
897,hace,haces
898,tu,tu
899,-,-
900,-,-
901,-,-
902,-,-
903,-,-
904,-,-
905,que,que
906,tare,cosa
907,pode,podrias
908,hace,haces
909,tu,ser
910,-,-
911,-,-
912,-,-
913,-,-
914,-,-
915,-,-
916,que,que
917,tare,cosa
918,pode,poder
919,hace,realizar
920,tu,tu
921,-,-
922,-,-
923,-,-
924,-,-
925,-,-
926,-,-
927,que,que
928,tare,cosa
929,pode,poder
930,hace,realizar
931,tu,ser
932,-,-
933,-,-
934,-,-
935,-,-
936,-,-
937,-,-
938,que,que
939,tare,cosa
940,pode,puedes
941,hace,realizar
942,tu,tu
943,-,-
944,-,-
945,-,-
946,-,-
947,-,-
948,-,-
949,que,que
950,tare,cosa
951,pode,puedes
952,hace,realizar
953,tu,ser
954,-,-
955,-,-
956,-,-
957,-,-
958,-,-
959,-,-
960,que,que
961,tare,cosa
962,pode,podrias
963,hace,realizar
964,tu,tu
965,-,-
966,-,-
967,-,-
968,-,-
969,-,-
970,-,-
971,que,que
972,tare,cosa
973,pode,podrias
974,hace,realizar
975,tu,ser
976,-,-
977,-,-
978,-,-
979,-,-
980,-,-
981,-,-
982,que,que
983,tare,cosas
984,pode,poder
985,hace,hacer
986,tu,tu
987,-,-
988,-,-
989,-,-
990,-,-
991,-,-
992,-,-
993,que,que
994,tare,cosas
995,pode,poder
996,hace,hacer
997,tu,ser
998,-,-
999,-,-
1000,-,-
1001,-,-
1002,-,-
1003,-,-
1004,que,que
1005,tare,cosas
1006,pode,puedes
1007,hace,hacer
1008,tu,tu
1009,-,-
1010,-,-
1011,-,-
1012,-,-
1013,-,-
1014,-,-
1015,que,que
1016,tare,cosas
1017,pode,puedes
1018,hace,hacer
1019,tu,ser
1020,-,-
1021,-,-
1022,-,-
1023,-,-
1024,-,-
1025,-,-
1026,que,que
1027,tare,cosas
1028,pode,podrias
1029,hace,hacer
1030,tu,tu
1031,-,-
1032,-,-
1033,-,-
1034,-,-
1035,-,-
1036,-,-
1037,que,que
1038,tare,cosas
1039,pode,podrias
1040,hace,hacer
1041,tu,ser
1042,-,-
1043,-,-
1044,-,-
1045,-,-
1046,-,-
1047,-,-
1048,que,que
1049,tare,cosas
1050,pode,poder
1051,hace,haces
1052,tu,tu
1053,-,-
1054,-,-
1055,-,-
1056,-,-
1057,-,-
1058,-,-
1059,que,que
1060,tare,cosas
1061,pode,poder
1062,hace,haces
1063,tu,ser
1064,-,-
1065,-,-
1066,-,-
1067,-,-
1068,-,-
1069,-,-
1070,que,que
1071,tare,cosas
1072,pode,puedes
1073,hace,haces
1074,tu,tu
1075,-,-
1076,-,-
1077,-,-
1078,-,-
1079,-,-
1080,-,-
1081,que,que
1082,tare,cosas
1083,pode,puedes
1084,hace,haces
1085,tu,ser
1086,-,-
1087,-,-
1088,-,-
1089,-,-
1090,-,-
1091,-,-
1092,que,que
1093,tare,cosas
1094,pode,podrias
1095,hace,haces
1096,tu,tu
1097,-,-
1098,-,-
1099,-,-
1100,-,-
1101,-,-
1102,-,-
1103,que,que
1104,tare,cosas
1105,pode,podrias
1106,hace,haces
1107,tu,ser
1108,-,-
1109,-,-
1110,-,-
1111,-,-
1112,-,-
1113,-,-
1114,que,que
1115,tare,cosas
1116,pode,poder
1117,hace,realizar
1118,tu,tu
1119,-,-
1120,-,-
1121,-,-
1122,-,-
1123,-,-
1124,-,-
1125,que,que
1126,tare,cosas
1127,pode,poder
1128,hace,realizar
1129,tu,ser
1130,-,-
1131,-,-
1132,-,-
1133,-,-
1134,-,-
1135,-,-
1136,que,que
1137,tare,cosas
1138,pode,puedes
1139,hace,realizar
1140,tu,tu
1141,-,-
1142,-,-
1143,-,-
1144,-,-
1145,-,-
1146,-,-
1147,que,que
1148,tare,cosas
1149,pode,puedes
1150,hace,realizar
1151,tu,ser
1152,-,-
1153,-,-
1154,-,-
1155,-,-
1156,-,-
1157,-,-
1158,que,que
1159,tare,cosas
1160,pode,podrias
1161,hace,realizar
1162,tu,tu
1163,-,-
1164,-,-
1165,-,-
1166,-,-
1167,-,-
1168,-,-
1169,que,que
1170,tare,cosas
1171,pode,podrias
1172,hace,realizar
1173,tu,ser
1174,-,-
1175,-,-
1176,-,-
1177,-,-
1178,-,-
1179,-,-
1180,que,que
1181,tare,tarea
1182,pode,poder
1183,hace,hacer
1184,tu,tu
1185,-,-
1186,-,-
1187,-,-
1188,-,-
1189,-,-
1190,-,-
1191,que,que
1192,tare,tarea
1193,pode,poder
1194,hace,hacer
1195,tu,ser
1196,-,-
1197,-,-
1198,-,-
1199,-,-
1200,-,-
1201,-,-
1202,que,que
1203,tare,tarea
1204,pode,puedes
1205,hace,hacer
1206,tu,tu
1207,-,-
1208,-,-
1209,-,-
1210,-,-
1211,-,-
1212,-,-
1213,que,que
1214,tare,tarea
1215,pode,puedes
1216,hace,hacer
1217,tu,ser
1218,-,-
1219,-,-
1220,-,-
1221,-,-
1222,-,-
1223,-,-
1224,que,que
1225,tare,tarea
1226,pode,podrias
1227,hace,hacer
1228,tu,tu
1229,-,-
1230,-,-
1231,-,-
1232,-,-
1233,-,-
1234,-,-
1235,que,que
1236,tare,tarea
1237,pode,podrias
1238,hace,hacer
1239,tu,ser
1240,-,-
1241,-,-
1242,-,-
1243,-,-
1244,-,-
1245,-,-
1246,que,que
1247,tare,tarea
1248,pode,poder
1249,hace,haces
1250,tu,tu
1251,-,-
1252,-,-
1253,-,-
1254,-,-
1255,-,-
1256,-,-
1257,que,que
1258,tare,tarea
1259,pode,poder
1260,hace,haces
1261,tu,ser
1262,-,-
1263,-,-
1264,-,-
1265,-,-
1266,-,-
1267,-,-
1268,que,que
1269,tare,tarea
1270,pode,puedes
1271,hace,haces
1272,tu,tu
1273,-,-
1274,-,-
1275,-,-
1276,-,-
1277,-,-
1278,-,-
1279,que,que
1280,tare,tarea
1281,pode,puedes
1282,hace,haces
1283,tu,ser
1284,-,-
1285,-,-
1286,-,-
1287,-,-
1288,-,-
1289,-,-
1290,que,que
1291,tare,tarea
1292,pode,podrias
1293,hace,haces
1294,tu,tu
1295,-,-
1296,-,-
1297,-,-
1298,-,-
1299,-,-
1300,-,-
1301,que,que
1302,tare,tarea
1303,pode,podrias
1304,hace,haces
1305,tu,ser
1306,-,-
1307,-,-
1308,-,-
1309,-,-
1310,-,-
1311,-,-
1312,que,que
1313,tare,tarea
1314,pode,poder
1315,hace,realizar
1316,tu,tu
1317,-,-
1318,-,-
1319,-,-
1320,-,-
1321,-,-
1322,-,-
1323,que,que
1324,tare,tarea
1325,pode,poder
1326,hace,realizar
1327,tu,ser
1328,-,-
1329,-,-
1330,-,-
1331,-,-
1332,-,-
1333,-,-
1334,que,que
1335,tare,tarea
1336,pode,puedes
1337,hace,realizar
1338,tu,tu
1339,-,-
1340,-,-
1341,-,-
1342,-,-
1343,-,-
1344,-,-
1345,que,que
1346,tare,tarea
1347,pode,puedes
1348,hace,realizar
1349,tu,ser
1350,-,-
1351,-,-
1352,-,-
1353,-,-
1354,-,-
1355,-,-
1356,que,que
1357,tare,tarea
1358,pode,podrias
1359,hace,realizar
1360,tu,tu
1361,-,-
1362,-,-
1363,-,-
1364,-,-
1365,-,-
1366,-,-
1367,que,que
1368,tare,tarea
1369,pode,podrias
1370,hace,realizar
1371,tu,ser
1372,-,-
1373,-,-
1374,-,-
1375,-,-
1376,-,-
1377,-,-
1378,que,que
1379,tare,tareas
1380,pode,poder
1381,hace,hacer
1382,tu,tu
1383,-,-
1384,-,-
1385,-,-
1386,-,-
1387,-,-
1388,-,-
1389,que,que
1390,tare,tareas
1391,pode,poder
1392,hace,hacer
1393,tu,ser
1394,-,-
1395,-,-
1396,-,-
1397,-,-
1398,-,-
1399,-,-
1400,que,que
1401,tare,tareas
1402,pode,puedes
1403,hace,hacer
1404,tu,tu
1405,-,-
1406,-,-
1407,-,-
1408,-,-
1409,-,-
1410,-,-
1411,que,que
1412,tare,tareas
1413,pode,puedes
1414,hace,hacer
1415,tu,ser
1416,-,-
1417,-,-
1418,-,-
1419,-,-
1420,-,-
1421,-,-
1422,que,que
1423,tare,tareas
1424,pode,podrias
1425,hace,hacer
1426,tu,tu
1427,-,-
1428,-,-
1429,-,-
1430,-,-
1431,-,-
1432,-,-
1433,que,que
1434,tare,tareas
1435,pode,podrias
1436,hace,hacer
1437,tu,ser
1438,-,-
1439,-,-
1440,-,-
1441,-,-
1442,-,-
1443,-,-
1444,que,que
1445,tare,tareas
1446,pode,poder
1447,hace,haces
1448,tu,tu
1449,-,-
1450,-,-
1451,-,-
1452,-,-
1453,-,-
1454,-,-
1455,que,que
1456,tare,tareas
1457,pode,poder
1458,hace,haces
1459,tu,ser
1460,-,-
1461,-,-
1462,-,-
1463,-,-
1464,-,-
1465,-,-
1466,que,que
1467,tare,tareas
1468,pode,puedes
1469,hace,haces
1470,tu,tu
1471,-,-
1472,-,-
1473,-,-
1474,-,-
1475,-,-
1476,-,-
1477,que,que
1478,tare,tareas
1479,pode,puedes
1480,hace,haces
1481,tu,ser
1482,-,-
1483,-,-
1484,-,-
1485,-,-
1486,-,-
1487,-,-
1488,que,que
1489,tare,tareas
1490,pode,podrias
1491,hace,haces
1492,tu,tu
1493,-,-
1494,-,-
1495,-,-
1496,-,-
1497,-,-
1498,-,-
1499,que,que
1500,tare,tareas
1501,pode,podrias
1502,hace,haces
1503,tu,ser
1504,-,-
1505,-,-
1506,-,-
1507,-,-
1508,-,-
1509,-,-
1510,que,que
1511,tare,tareas
1512,pode,poder
1513,hace,realizar
1514,tu,tu
1515,-,-
1516,-,-
1517,-,-
1518,-,-
1519,-,-
1520,-,-
1521,que,que
1522,tare,tareas
1523,pode,poder
1524,hace,realizar
1525,tu,ser
1526,-,-
1527,-,-
1528,-,-
1529,-,-
1530,-,-
1531,-,-
1532,que,que
1533,tare,tareas
1534,pode,puedes
1535,hace,realizar
1536,tu,tu
1537,-,-
1538,-,-
1539,-,-
1540,-,-
1541,-,-
1542,-,-
1543,que,que
1544,tare,tareas
1545,pode,puedes
1546,hace,realizar
1547,tu,ser
1548,-,-
1549,-,-
1550,-,-
1551,-,-
1552,-,-
1553,-,-
1554,que,que
1555,tare,tareas
1556,pode,podrias
1557,hace,realizar
1558,tu,tu
1559,-,-
1560,-,-
1561,-,-
1562,-,-
1563,-,-
1564,-,-
1565,que,que
1566,tare,tareas
1567,pode,podrias
1568,hace,realizar
1569,tu,ser
1570,-,-
1571,-,-
1572,-,-
1573,-,-
1574,-,-
1575,-,-
1576,que,que
1577,tare,accion
1578,pode,poder
1579,hace,hacer
1580,tu,tu
1581,-,-
1582,-,-
1583,-,-
1584,-,-
1585,-,-
1586,-,-
1587,que,que
1588,tare,accion
1589,pode,poder
1590,hace,hacer
1591,tu,ser
1592,-,-
1593,-,-
1594,-,-
1595,-,-
1596,-,-
1597,-,-
1598,que,que
1599,tare,accion
1600,pode,puedes
1601,hace,hacer
1602,tu,tu
1603,-,-
1604,-,-
1605,-,-
1606,-,-
1607,-,-
1608,-,-
1609,que,que
1610,tare,accion
1611,pode,puedes
1612,hace,hacer
1613,tu,ser
1614,-,-
1615,-,-
1616,-,-
1617,-,-
1618,-,-
1619,-,-
1620,que,que
1621,tare,accion
1622,pode,podrias
1623,hace,hacer
1624,tu,tu
1625,-,-
1626,-,-
1627,-,-
1628,-,-
1629,-,-
1630,-,-
1631,que,que
1632,tare,accion
1633,pode,podrias
1634,hace,hacer
1635,tu,ser
1636,-,-
1637,-,-
1638,-,-
1639,-,-
1640,-,-
1641,-,-
1642,que,que
1643,tare,accion
1644,pode,poder
1645,hace,haces
1646,tu,tu
1647,-,-
1648,-,-
1649,-,-
1650,-,-
1651,-,-
1652,-,-
1653,que,que
1654,tare,accion
1655,pode,poder
1656,hace,haces
1657,tu,ser
1658,-,-
1659,-,-
1660,-,-
1661,-,-
1662,-,-
1663,-,-
1664,que,que
1665,tare,accion
1666,pode,puedes
1667,hace,haces
1668,tu,tu
1669,-,-
1670,-,-
1671,-,-
1672,-,-
1673,-,-
1674,-,-
1675,que,que
1676,tare,accion
1677,pode,puedes
1678,hace,haces
1679,tu,ser
1680,-,-
1681,-,-
1682,-,-
1683,-,-
1684,-,-
1685,-,-
1686,que,que
1687,tare,accion
1688,pode,podrias
1689,hace,haces
1690,tu,tu
1691,-,-
1692,-,-
1693,-,-
1694,-,-
1695,-,-
1696,-,-
1697,que,que
1698,tare,accion
1699,pode,podrias
1700,hace,haces
1701,tu,ser
1702,-,-
1703,-,-
1704,-,-
1705,-,-
1706,-,-
1707,-,-
1708,que,que
1709,tare,accion
1710,pode,poder
1711,hace,realizar
1712,tu,tu
1713,-,-
1714,-,-
1715,-,-
1716,-,-
1717,-,-
1718,-,-
1719,que,que
1720,tare,accion
1721,pode,poder
1722,hace,realizar
1723,tu,ser
1724,-,-
1725,-,-
1726,-,-
1727,-,-
1728,-,-
1729,-,-
1730,que,que
1731,tare,accion
1732,pode,puedes
1733,hace,realizar
1734,tu,tu
1735,-,-
1736,-,-
1737,-,-
1738,-,-
1739,-,-
1740,-,-
1741,que,que
1742,tare,accion
1743,pode,puedes
1744,hace,realizar
1745,tu,ser
1746,-,-
1747,-,-
1748,-,-
1749,-,-
1750,-,-
1751,-,-
1752,que,que
1753,tare,accion
1754,pode,podrias
1755,hace,realizar
1756,tu,tu
1757,-,-
1758,-,-
1759,-,-
1760,-,-
1761,-,-
1762,-,-
1763,que,que
1764,tare,accion
1765,pode,podrias
1766,hace,realizar
1767,tu,ser
1768,-,-
1769,-,-
1770,-,-
1771,-,-
1772,-,-
1773,-,-
1774,que,que
1775,tare,acciones
1776,pode,poder
1777,hace,hacer
1778,tu,tu
1779,-,-
1780,-,-
1781,-,-
1782,-,-
1783,-,-
1784,-,-
1785,que,que
1786,tare,acciones
1787,pode,poder
1788,hace,hacer
1789,tu,ser
1790,-,-
1791,-,-
1792,-,-
1793,-,-
1794,-,-
1795,-,-
1796,que,que
1797,tare,acciones
1798,pode,puedes
1799,hace,hacer
1800,tu,tu
1801,-,-
1802,-,-
1803,-,-
1804,-,-
1805,-,-
1806,-,-
1807,que,que
1808,tare,acciones
1809,pode,puedes
1810,hace,hacer
1811,tu,ser
1812,-,-
1813,-,-
1814,-,-
1815,-,-
1816,-,-
1817,-,-
1818,que,que
1819,tare,acciones
1820,pode,podrias
1821,hace,hacer
1822,tu,tu
1823,-,-
1824,-,-
1825,-,-
1826,-,-
1827,-,-
1828,-,-
1829,que,que
1830,tare,acciones
1831,pode,podrias
1832,hace,hacer
1833,tu,ser
1834,-,-
1835,-,-
1836,-,-
1837,-,-
1838,-,-
1839,-,-
1840,que,que
1841,tare,acciones
1842,pode,poder
1843,hace,haces
1844,tu,tu
1845,-,-
1846,-,-
1847,-,-
1848,-,-
1849,-,-
1850,-,-
1851,que,que
1852,tare,acciones
1853,pode,poder
1854,hace,haces
1855,tu,ser
1856,-,-
1857,-,-
1858,-,-
1859,-,-
1860,-,-
1861,-,-
1862,que,que
1863,tare,acciones
1864,pode,puedes
1865,hace,haces
1866,tu,tu
1867,-,-
1868,-,-
1869,-,-
1870,-,-
1871,-,-
1872,-,-
1873,que,que
1874,tare,acciones
1875,pode,puedes
1876,hace,haces
1877,tu,ser
1878,-,-
1879,-,-
1880,-,-
1881,-,-
1882,-,-
1883,-,-
1884,que,que
1885,tare,acciones
1886,pode,podrias
1887,hace,haces
1888,tu,tu
1889,-,-
1890,-,-
1891,-,-
1892,-,-
1893,-,-
1894,-,-
1895,que,que
1896,tare,acciones
1897,pode,podrias
1898,hace,haces
1899,tu,ser
1900,-,-
1901,-,-
1902,-,-
1903,-,-
1904,-,-
1905,-,-
1906,que,que
1907,tare,acciones
1908,pode,poder
1909,hace,realizar
1910,tu,tu
1911,-,-
1912,-,-
